OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon,row_index,Geocoded_Lat,Geocoded_Lon,Matched_Address,Query_Used,Attempt,Geocode_Status,Done
69800,MAVERIK COUNTRY STORE #502,US-385 & SR-2,Alliance,NE,795,3.259,3.259,42.1025,-102.8766,4394,42.09722,-102.87636,,"MAVERIK COUNTRY STORE #502, US-385 & SR-2, Alliance, NE",1,OK,done
69801,MAVERIK COUNTRY STORE #409,"I-580, EXIT 41 & SR-531",Carson City,NV,966,3.589,3.589,39.1511,-119.7476,4395,39.16976,-119.73805,,"MAVERIK COUNTRY STORE #409, I-580, EXIT 41 & SR-531, Carson City, NV",1,OK,done
69803,THORNTONS #319,"I-55, EXIT 248 & US-6",Channahon,IL,399,3.274,3.299,41.421,-88.2599,4396,41.45483,-88.19914,,"THORNTONS #319, I-55, EXIT 248 & US-6, Channahon, IL",1,OK,done
69804,KWIK TRIP #184,"I-94, EXIT 293",Pewaukee,WI,444,3.449,3.449,nan,nan,4397,43.04848,-88.25836,,"KWIK TRIP #184, I-94, EXIT 293, Pewaukee, WI",1,OK,done
69809,KWIK TRIP #162,"I-94, EXIT 202",Elk River,MN,451,3.29733333,3.29733333,45.3314,-93.567,4398,45.25305,-93.55226,,"KWIK TRIP #162, I-94, EXIT 202, Elk River, MN",1,OK,done
69811,Chisholm Corner #16,US-81 & SR-7,Marlow,OK,569,3.01566666,3.01566666,34.6296,-97.9578,4399,34.64785,-97.95767,,"Chisholm Corner #16, US-81, Marlow, OK",2,OK,done
69813,SHEETZ #608,"I-81, EXIT 24 & CR-696",Shippensburg,PA,70,3.28566666,3.28566666,40.0484,-77.5227,4400,40.05016,-77.52125,,"SHEETZ #608, I-81, EXIT 24 & CR-696, Shippensburg, PA",1,OK,done
69814,Allsup's #2454,US-87 & SR-163,Sterling City,TX,612,3.224,3.224,31.8392,-100.986,4401,31.83319,-100.99234,,"Allsup's #2454, US-87 & SR-163, Sterling City, TX",1,OK,done
69815,CENEX ZIP TRIP #75,"I-94/US-12, EXIT 138 & US-59",Miles City,MT,780,3.49733333,3.49733333,46.4059,-105.8385,4402,46.39188,-105.82868,,"CENEX ZIP TRIP #75, I-94/US-12, EXIT 138 & US-59, Miles City, MT",1,OK,done
69816,STRIPES #42503,"I-27, EXIT 1",Lubbock,TX,700,2.95066666,2.95066666,33.5657,-101.8879,4403,33.52037,-101.84484,,"STRIPES #42503, I-27, EXIT 1, Lubbock, TX",1,OK,done
