OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon,row_index,Geocoded_Lat,Geocoded_Lon,Matched_Address,Query_Used,Attempt,Geocode_Status,Done
61477,CHOCTAW NATION GRANT #633,US-271,Grant,OK,253,2.999,2.999,33.9387,-95.5156,1690,35.49581,-97.27319,,"CHOCTAW NATION GRANT #633, US-271, Grant, OK",1,OK,done
61483,CM SILVER DOLLAR,"I-220, EXIT 7",Shreveport,LA,745,3.299,3.299,32.4653,-93.7955,1691,32.50755,-93.81504,,"CM SILVER DOLLAR, I-220, EXIT 7, Shreveport, LA",1,OK,done
61492,SPRINGER TRAVEL PLAZA,I-35 EXIT 40,Springer,OK,253,2.91566666,2.91566666,34.291,-97.1255,1692,34.29978,-97.15933,,"SPRINGER TRAVEL PLAZA, I-35 EXIT 40, Springer, OK",1,OK,done
61508,7-ELEVEN #40275,"I-70 & I-76 NB, MM 147",Bedford,PA,14,4.199,4.199,nan,nan,1693,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
61509,7-ELEVEN #40275,"I-70/I-76 SB, MM 147",Bedford,PA,14,4.199,4.199,nan,nan,1694,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
61511,MIDWAY FUEL AND TRUCK WASH,"I-78/US-22, EXIT 16",Bethel,PA,208,3.364,3.364,nan,nan,1695,40.47957,-76.24268,,"MIDWAY FUEL AND TRUCK WASH, I-78/US-22, EXIT 16, Bethel, PA",1,OK,done
61515,Carlisle Fuel Stop,"I-81, EXIT 52",Carlisle,PA,70,3.359,3.359,40.2,-77.2034,1696,40.23383,-77.12208,,"Carlisle Fuel Stop, I-81, EXIT 52, Carlisle, PA",1,OK,done
61540,S&P Oil,US-13,Levittown,PA,160,3.81566666,3.81566666,40.1533,-74.8531,1697,40.17552,-74.86017,,"S&P Oil, US-13, Levittown, PA",1,OK,done
61559,7-ELEVEN #40273,34 MILE WEST OF EXIT 11/146,Somerset,PA,168,4.20733333,4.20733333,40.0049,-79.0778,1698,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
61560,7-ELEVEN #40272,"I-70 & 76, EXIT 10",Somerset,PA,168,4.20733333,4.20733333,40.0049,-79.0778,1699,40.71843,-75.26875,,"7-ELEVEN #40272, I-70, Somerset, PA",2,OK,done
61567,7-ELEVEN #35774,"I-76, EXIT 5/48",Verona,PA,165,4.20733333,4.20733333,40.505,-79.8419,1700,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
