OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon,row_index,Geocoded_Lat,Geocoded_Lon,Matched_Address,Query_Used,Attempt,Geocode_Status,Done
2310,MAPCO #3686,"I-24, EXIT 175",Chattanooga,TN,285,2.889,2.889,35.066,-85.2481,338,35.02641,-85.36843,,"MAPCO #3686, I-24, EXIT 175, Chattanooga, TN",1,OK,done
2311,SHELL,"I-24 & EPPS MILL RD, EXIT 89",Christiana,TN,460,3.13233333,3.13233333,35.7193,-86.4129,339,35.71996,-86.33564,,"SHELL, I-24 & EPPS MILL RD, EXIT 89, Christiana, TN",1,OK,done
2331,PINNERS POINT,SR-135,Portsmouth,VA,130,3.499,3.499,36.8468,-76.354,340,36.85393,-76.32352,,"PINNERS POINT, SR-135, Portsmouth, VA",1,OK,done
2336,FLYING J TRAVEL PLAZA #754,"I-77 & I-81, EXIT 77",Wytheville,VA,185,3.549,3.549,36.953,-81.0881,341,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
2340,RSTORE #4478,SR-8 & SR-13,Prentice,WI,395,3.039,3.039,45.5409,-90.2897,342,45.53882,-90.3135,,"RSTORE #4478, SR-8 & SR-13, Prentice, WI",1,OK,done
2557,PWI #106,"I-30, EXIT 77B",Royse City,TX,630,2.899,2.899,32.9762,-96.3175,343,32.97167,-96.32601,,"PWI #106, I-30, EXIT 77B, Royse City, TX",1,OK,done
2602,PILOT TRAVEL CENTERS #9,"I-75, EXIT 36",Franklin,OH,407,3.35233333,3.35233333,39.5538,-84.2952,344,39.54219,-84.29128,,"PILOT TRAVEL CENTERS #9, I-75, EXIT 36, Franklin, OH",1,OK,done
2623,TA JANESVILLE TRAVEL CENTER,"I-90/I-39, EXIT 171B & US-14",Janesville,WI,420,3.299,3.299,42.6854,-89.0135,345,42.71471,-88.97939,,"TA JANESVILLE TRAVEL CENTER, I-90/I-39, EXIT 171B & US-14, Janesville, WI",1,OK,done
2626,WEST END SINCLAIR,"I-80, EXIT 211",Rawlins,WY,838,3.319,3.319,41.7849,-107.2265,346,41.78851,-107.23712,,"WEST END SINCLAIR, I-80, EXIT 211, Rawlins, WY",1,OK,done
2629,PILOT TRAVEL CENTERS #253,"I-295 & NJ TRNPK,  EXIT 2B",Penns Grove,NJ,243,3.989,3.989,39.7275,-75.4691,347,39.6844,-75.48482,,"PILOT TRAVEL CENTERS #253, I-295 & NJ TRNPK,  EXIT 2B, Penns Grove, NJ",1,OK,done
2635,FLYING J #584,"I-5, EXIT 278",Aurora,OR,935,3.859,3.859,45.2284,-122.7573,348,45.23396,-122.81037,,"FLYING J #584, I-5, EXIT 278, Aurora, OR",1,OK,done
2638,PIT STOP TRAVEL CENTER,US-789,Riverton,WY,790,4.399,4.399,43.0421,-108.4144,349,43.02467,-108.38093,,"PIT STOP TRAVEL CENTER, US-789, Riverton, WY",1,OK,done
2640,LITTLE NASHVILLE,"I-64, EXIT 50 & SR-127",Nashville,IL,540,3.349,3.399,38.3541,-89.377,350,38.2152,-89.37991,,"LITTLE NASHVILLE, I-64, EXIT 50 & SR-127, Nashville, IL",1,OK,done
2644,FREDERICKS TRAVEL CENTER,"I-25/US-87, EXIT 235 & SR-52",Erie,CO,800,3.499,3.499,40.0404,-105.0399,351,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
2756,PAR MAR FOOD STORE #89,"I-77/SR-2, EXIT 170 & SR-14 E",Mineral Wells,WV,430,3.499,3.499,nan,nan,352,39.1881,-81.52779,,"PAR MAR FOOD STORE #89, I-77/SR-2, EXIT 170 & SR-14 E, Mineral Wells, WV",1,OK,done
2761,PONY EXPRESS SERVICE CENTER,US-36 & SR-148,Hanover,KS,316,2.95566666,2.95566666,39.8934,-96.8753,353,39.84136,-96.88245,,"PONY EXPRESS SERVICE CENTER, US-36 & SR-148, Hanover, KS",1,OK,done
2764,LOVES TRAVEL STOP #046,US-64/54 & SR-94,Hooker,OK,585,3.56233333,3.56233333,36.8613,-101.2162,354,36.85572,-101.21404,,"LOVES TRAVEL STOP #046, US-64/54 & SR-94, Hooker, OK",1,OK,done
2765,LOVES TRAVEL STOP #023,US-50 & US-287,Lamar,CO,525,3.46233333,3.46233333,38.074,-102.6154,355,38.09606,-102.62009,,"LOVES TRAVEL STOP #023, US-50 & US-287, Lamar, CO",1,OK,done
2772,PILOT TRAVEL CENTERS #29,"I- 80, EXIT 144; I-69, EXIT 357",Fremont,IN,465,3.899,3.899,41.728,-84.9396,356,41.7355,-84.9984,,"PILOT TRAVEL CENTERS #29, I- 80, EXIT 144; I-69, EXIT 357, Fremont, IN",1,OK,done
2779,Stinker #121,I-84 & EXIT 208,Heyburn,ID,787,3.56066666,3.56066666,42.5599,-113.7624,357,42.56864,-113.81268,,"Stinker #121, I-84 & EXIT 208, Heyburn, ID",1,OK,done
2788,JIFFY MART #451,"I-91, EXIT 17 & SR-302",Wells River,VT,39,3.569,3.569,44.1538,-72.0615,358,43.40871,-73.22677,,"JIFFY MART #451, I-91, EXIT 17 & SR-302, Wells River, VT",1,OK,done
