OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon,row_index,Geocoded_Lat,Geocoded_Lon,Matched_Address,Query_Used,Attempt,Geocode_Status,Done
68396,TOOT N TOTUM #44,SR-287 E/CR-335 N,Amarillo,TX,585,3.04233333,3.04233333,35.1984,-101.8316,3718,35.20751,-101.81444,,"TOOT N TOTUM #44, SR-287 E/CR-335 N, Amarillo, TX",1,OK,done
68403,RUTTERS #16,"I-83, EXIT 10 & SR-214",York,PA,70,4.199,4.199,39.9651,-76.7315,3719,39.85615,-76.70739,,"RUTTERS #16, I-83, EXIT 10 & SR-214, York, PA",1,OK,done
68405,PILOT TRAVEL CENTER #1028,"I-45, EXIT 178/US-79 N",Buffalo,TX,765,3.549,3.549,31.46,-96.066,3720,31.44854,-96.07863,,"PILOT TRAVEL CENTER #1028, I-45, EXIT 178/US-79 N, Buffalo, TX",1,OK,done
68406,TOOT N TOTUM #114,US-385/US-54,Dalhart,TX,585,3.199,3.199,36.058,-102.5123,3721,36.05919,-102.52671,,"TOOT N TOTUM #114, US-385/US-54, Dalhart, TX",1,OK,done
68411,PAWNEE TRAVEL PLAZA,US-412 & SR-18,Pawnee,OK,560,3.044,3.044,36.3484,-96.8025,3722,36.33991,-96.80057,,"PAWNEE TRAVEL PLAZA, US-412 & SR-18, Pawnee, OK",1,OK,done
68416,STRIPES 7FLEET #42515,US-87 N,Lamesa,TX,710,3.099,3.099,32.7333,-101.9541,3723,32.73646,-101.94978,,"STRIPES 7FLEET #42515, US-87 N, Lamesa, TX",1,OK,done
68417,7-ELEVEN #42072,"I-20, EXIT 599/SR-281",Longview,TX,766,3.20733333,3.20733333,32.5193,-94.7622,3724,32.44544,-94.71904,,"7-ELEVEN #42072, I-20, EXIT 599/SR-281, Longview, TX",1,OK,done
68419,ROAD RANGERS #270,"I-35, EXIT 114/SR-462",Moore,TX,740,3.169,3.169,29.0574,-99.0069,3725,30.92938,-97.14117,,"ROAD RANGERS #270, I-35, EXIT 114/SR-462, Moore, TX",1,OK,done
68420,SHELBINA Phillips 66,US-36 & SR-15,Shelbina,MO,494,3.099,3.099,39.693,-92.0396,3726,39.68251,-92.0417,,"SHELBINA Phillips 66, US-36 & SR-15, Shelbina, MO",1,OK,done
68421,STRIPES,US-77,Refugio,TX,625,3.074,3.074,28.3074,-97.275,3727,28.30617,-97.27429,,"STRIPES, US-77, Refugio, TX",1,OK,done
68423,GOLDEN GATE TRUCKSTOP,"I-80, EXIT 106 & SR-398",Lovelock,NV,966,3.649,3.649,40.1787,-118.4775,3728,40.17946,-118.47294,,"GOLDEN GATE TRUCKSTOP, I-80, EXIT 106 & SR-398, Lovelock, NV",1,OK,done
68424,MAVERICK TRAVEL CENTER,"I-20, EXIT 386/US-281",Santo,TX,637,3.099,3.099,32.6056,-98.2138,3729,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
68428,STRIPES #40519,US-90/CR-1023,Uvalde,TX,740,3.359,3.359,29.2152,-99.7782,3730,29.20163,-99.80596,,"STRIPES #40519, US-90/CR-1023, Uvalde, TX",1,OK,done
68432,PAPA ROCK,US-79/SR-76,Clarksville,TN,460,3.199,3.199,36.5692,-87.3413,3731,36.54309,-87.37065,,"PAPA ROCK, US-79/SR-76, Clarksville, TN",1,OK,done
68434,Circle K #2741789,"I-30, EXIT 98 & US-270",Malvern,AR,695,3.439,3.439,34.3734,-92.8205,3732,34.36308,-92.813,,"Circle K #2741789, I-30, EXIT 98 & US-270, Malvern, AR",1,OK,done
68440,EXPRESS GAS,"I-40, EXIT 2A/US-51",Memphis,TN,435,2.979,2.979,35.1087,-89.9663,3733,35.1441,-90.04341,,"EXPRESS GAS, I-40, EXIT 2A/US-51, Memphis, TN",1,OK,done
68441,QUIKTRIP #1106,US-76,Anderson,SC,30,2.959,2.959,34.5211,-82.6478,3734,34.53248,-82.69766,,"QUIKTRIP #1106, US-76, Anderson, SC",1,OK,done
68444,Sunoco,US-30,Roebling,NJ,160,3.159,3.159,40.1167,-74.7775,3735,40.11269,-74.77025,,"Sunoco, US-30, Roebling, NJ",1,OK,done
68446,J J OIL #07,US-160,Ulysses,KS,525,3.399,3.399,37.5774,-101.3546,3736,37.56192,-101.19032,,"J J OIL #07, US-160, Ulysses, KS",1,OK,done
68447,JUMPIN JACKS 419,SR-161,Rockport,IN,487,3.999,3.999,37.8895,-87.0542,3737,37.89362,-87.10947,,"JUMPIN JACKS 419, SR-161, Rockport, IN",1,OK,done
68451,CASEYS #3439,US-63,Lime Springs,IA,433,3.56566666,3.56566666,43.4499,-92.2841,3738,43.44986,-92.29684,,"CASEYS #3439, US-63, Lime Springs, IA",1,OK,done
68453,Marathon,US-82/US-27,Cuthbert,GA,10,3.699,3.699,31.7713,-84.794,3739,31.77088,-84.78886,,"Marathon, US-82/US-27, Cuthbert, GA",1,OK,done
