OPIS Truckstop ID,Truckstop_Name,Address,City,State,Rack_ID,Average_Retail_Price,Highest_Price,city_lat,city_lon,row_index,Geocoded_Lat,Geocoded_Lon,Matched_Address,Query_Used,Attempt,Geocode_Status,Done
66932,CIRCLE K #4701444,US-34 & SR-164,Monmouth,IL,345,3.424,3.449,40.914,-90.6425,3042,40.92316,-90.64867,,"CIRCLE K #4701444, Monmouth, IL",3,OK,done
66935,FRANCIS CREEK TRAVEL PLAZA,SR-41,Francis Creek,WI,444,3.384,3.384,44.2006,-87.7209,3043,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
66937,LOVES TRAVEL STOP #341,"I-44, EXIT 189",Rolla,MO,540,3.30066666,3.30066666,37.9459,-91.7607,3044,37.98168,-91.7194,,"LOVES TRAVEL STOP #341, I-44, EXIT 189, Rolla, MO",1,OK,done
66939,KWIK TRIP #416,SR-172 & CR-GV,De Pere,WI,582,3.39066666,3.39066666,44.4308,-88.0785,3045,44.44754,-88.04773,,"KWIK TRIP #416, SR-172 & CR-GV, De Pere, WI",1,OK,done
66941,PILOT TRAVEL CENTERS #367,"I-30, EXIT 87 & 88",Caddo Mills,TX,630,3.169,3.169,33.0504,-96.2279,3046,33.04318,-96.19399,,"PILOT TRAVEL CENTERS #367, I-30, EXIT 87 & 88, Caddo Mills, TX",1,OK,done
66942,MAVERIK COUNTRY STORE #612,"I-15, EXIT 362",Brigham City,UT,835,3.449,3.449,41.5035,-112.0453,3047,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
66944,LOVES TRAVEL STOPS #316,"I-95, EXIT 273 & US-1",Ormond Beach,FL,75,3.483,3.489,29.2985,-81.1014,3048,29.2891,-81.06581,,"LOVES TRAVEL STOPS #316, I-95, EXIT 273 & US-1, Ormond Beach, FL",1,OK,done
66945,PILOT TRAVEL CENTERS #159,"I-64, EXIT 211",Providence Forge,VA,180,3.899,3.899,nan,nan,3049,37.18466,-77.31825,,"PILOT TRAVEL CENTERS #159, I-64, EXIT 211, Providence Forge, VA",1,OK,done
66946,FLYING J TRAVEL PLAZA #788,TCH-1 & HWY-334,Headingley,MB,900,4.623698633333333,4.63022827,nan,nan,3050,,,"ERROR: 403 Denied: {""message"":""Missing Authentication Token""}",,99,ERROR,not done
66947,FLYING J TRAVEL PLAZA #804,"HWY 101,  HWY 90",Winnipeg,MB,900,4.623698633333333,4.63022827,nan,nan,3051,49.9016,-97.20277,,"FLYING J TRAVEL PLAZA #804, HWY 101,  HWY 90, Winnipeg, MB",1,OK,done
66948,CIRCLE K #4707618,"I-481, EXIT 8 & CR-82",East Syracuse,NY,220,3.799,3.799,43.0638,-76.0698,3052,43.12737,-76.07862,,"CIRCLE K #4707618, I-481, EXIT 8 & CR-82, East Syracuse, NY",1,OK,done
66951,BERKLYS TRAVEL CENTER #3,US-377/US-87,Brady,TX,575,3.61566666,3.61566666,31.1322,-99.37,3053,31.13469,-99.33723,,"BERKLYS TRAVEL CENTER #3, US-377/US-87, Brady, TX",1,OK,done
66953,LOVES TRAVEL STOP #355,"I-65, EXIT 16",Memphis,IN,415,3.949,3.949,38.4891,-85.7679,3054,38.49058,-85.76996,,"LOVES TRAVEL STOP #355, I-65, EXIT 16, Memphis, IN",1,OK,done
66954,LOVES TRAVEL STOP #344,I-240 EXIT 21 & US-78/SR-4,Memphis,TN,435,3.249,3.249,35.1087,-89.9663,3055,35.07474,-89.95126,,"LOVES TRAVEL STOP #344, I-240 EXIT 21 & US-78/SR-4, Memphis, TN",1,OK,done
66955,LOVES TRAVEL STOP #349,"I-8, EXIT 3",Yuma,AZ,900,3.50233333,3.50233333,32.5995,-114.5491,3056,32.68659,-114.58277,,"LOVES TRAVEL STOP #349, I-8, EXIT 3, Yuma, AZ",1,OK,done
66956,LOVES TRAVEL STOP #348,"I-69/I-24, EXIT 27 & US-62",Calvert City,KY,490,3.689,3.689,37.0294,-88.3602,3057,37.00382,-88.31869,,"LOVES TRAVEL STOP #348, I-69/I-24, EXIT 27 & US-62, Calvert City, KY",1,OK,done
66957,LOVES TRAVEL STOP #346,I-65 EXIT 46 & SR-99,Columbia,TN,460,3.789,3.789,35.6238,-87.0484,3058,35.64364,-86.89138,,"LOVES TRAVEL STOP #346, I-65 EXIT 46 & SR-99, Columbia, TN",1,OK,done
66958,FLYING J FUEL STOP #813,HWY 2,Airdrie,AB,50,4.530777338333333,4.60163996,nan,nan,3059,51.2927,-113.99786,,"FLYING J FUEL STOP #813, HWY 2, Airdrie, AB",1,OK,done
